filename,id,candidat,lim,alcald,part,urresti,asi,castañed,luis,vot,si,q,años,cas,hac,juancarloszurek,accionpopul,fujimor,muñoz,audi,daniel,jorg,cre,entrev,manuelvelard,ditelcolumbus,conden,sab,beingolea,lanat,empez,reggiard,boudou,laur,ciccon,prision,jorgemunozap,mes,va,amad,deb,ser,señor,postul,enriquecornejor,capuñay,exitosap,hij,regidor,verdader,renz
tweets_2018-08-09.json,1027441619027542016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tweets_2018-08-09.json,1027441642008203264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tweets_2018-08-09.json,1027442360354045952,0,0,0,0,0,0,0,0,0,2.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tweets_2018-08-09.json,1027443366324314112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tweets_2018-08-09.json,1027444391919534080,0.34,0,0,0,0,0,0.47,0.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.62,0,0,0,0,0,0,0,0,0,0.64,0,0
tweets_2018-08-09.json,1027444393492578304,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.81
tweets_2018-08-09.json,1027445821489537024,0.34,0,0,0,0,0,0.47,0.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.62,0,0,0,0,0,0,0,0,0,0.64,0,0
tweets_2018-08-09.json,1027445861066915841,0,0,0,0,0,0,0.78,0.79,0,0,0,0.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tweets_2018-08-09.json,1027446745867972608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tweets_2018-08-09.json,1027447134348562432,0,0,0.62,0.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05,0,0,0,0,0
